id,respondent,group,questionnaire,question_code,question,form,title,response,rationale,confidence_score,recall_score
127,51,D,Post,Q18,Recall,Short,Abbot Elementary,"they were arguing about something delaing with lunch. The black guy was telling them what pizza he liked and the white guy, knowing this, had already bought his favorite pizza. But the black guy didn't want it after all. It was a boring scene. They were all talking about lunch for some reason. It seemed very unnatural and not funny. The acting was forced.","The participant identifies the lunch setting, the pizza discussion, and that one teacher (Gregory) did not want the pizza despite it being his supposed favorite. However, they miss the key confession that Gregory does not like pizza, the group’s shocked reaction, and the subsequent teasing and escalation. The response is vague and lacks detail about the pivotal moments.",90,40
34,51,D,Post,Q13,Recall,Long,The Town,"The Ben Affleck team was in the middle of robbing an armoured car and this team member is addressing one of the guards. He said something like ""you should have let us go"" or something like that. I think the guard was in the cab of the truck and he came out and tried to shoot the robbers. 

It was on a busy street in Boston","The participant recalls the armored car robbery, a confrontation with a guard, and the Boston setting. However, they do not mention the disguises, the crew, the chase, the vehicle switch, or the burning of the minivan. The response is limited in scope and detail, only partially matching the key events.",90,40
141,52,A,Post,Q18,Recall,Short,Mad Max,"The man in the air holding the 2 spears was about to blow up the car below him, knowing he'd be killed for the success of his team/people. This scene was really exciting. Many quick kills. So much happening at once. Thrilling! I've never seen this movie in full, but I will in the near future. Thanks for the suggestion!","The participant accurately recalls the suicide attack by a War Boy with explosive spears, referencing the key moment of self-sacrifice and the chaotic, high-stakes action. They do not mention Furiosa, the Buzzards, or the overall battle context, but their description of the suicide attack and the excitement of the scene aligns well with events 5-7.",95,70
18,52,A,Post,Q13,Recall,Long,The Town,"Bank robbers that were dressed as nuns robbed an armored truck outside of the bank. One of the robbers had a romantic interest with the manager of that bank. He was trying to keep up with ribbing while pursuing his live interest. While having a casual talk with the bank manager, another robber came up to the two and started having a conversation about never having mentioned his love interest with the bank manager.","The participant recalls the robbers dressed as nuns and robbing an armored truck, which matches events 2 and 3. However, the rest of the response focuses on a subplot about a romantic interest and conversations unrelated to the key moment, omitting the ambush, violence, chase, and escape events.",95,30
142,55,A,Post,Q18,Recall,Short,Mad Max,This was a scene that showed many post-apocalyptic people and vehicles in a chase to catch up with one another to kill their enemies. It was filled with spiked vehicles and weaponized vehicles that were used to chase and kill one another. The main character who is the woman in charge was trying to save her friend from being slaughtered by these monsters.,"The response captures the general idea of a post-apocalyptic chase with spiked and weaponized vehicles, and references a female leader (Furiosa). However, it lacks specific recall of the Buzzards, the War Boys' actions, the suicide attack, or the outcome of the battle, and introduces an inaccurate detail about saving a friend.",90,40
19,55,A,Post,Q13,Recall,Long,The Town,This was a team of Heist members who were robbing an armory truck. They were being chased by police cars and trying to make a clean getaway within being caught. Things actually didn’t go well because one of the armored truck drivers ended up getting shot by one of the masked men. They were now targeted by the Boston Police Department who were trying to catch them. They ended up changing vehicles to make the pursuit easier without them being caught.,"The response accurately recalls the armored truck robbery, the police chase, a guard being shot, and the crew changing vehicles, corresponding to events 3, 8, 13-14, and 18-19. However, it lacks detail about the disguises, the ambush specifics, and the burning of the getaway van, and is somewhat vague about the sequence.",90,60
99,56,B,Post,Q18,Recall,Long,Mad Max,They took away some people who I think were the breeders or the woman and they were getting chased. They decided to run into enemy territory and into the storm in order to lose them. The person who was getting their blood taken out was tied to the car. They end up killing the enemy’s but many of the friendlies end up dying.,"The participant recalls the War Rig being chased and mentions killing enemies and losing friendlies, which loosely aligns with the Buzzard attack and the battle. However, they do not mention the Buzzards, the specific high-speed battle, the War Boys' actions, or the suicide attack, and they conflate this event with the later sandstorm sequence.",90,40
62,56,B,Post,Q13,Recall,Short,The Town,There was a bank robbery and they needed up killing police and security guard they switched cars. The scene seemed to be in a historical area like nyc or Boston. The security guard threatened to shoot a robber but ended up getting shot himself because he thought he would not be. To destroy evidence they lit their original get away car on fire.,"The participant recalls the bank robbery, the guard resisting and being shot, the switch to a second car, and burning the original getaway vehicle, which matches several key events (6-8, 18-22). They also mention the location and the destruction of evidence, but do not mention the disguises or the police chase in detail, and slightly misstate the number of people killed.",90,80
100,58,B,Post,Q18,Recall,Long,Mad Max,Max is a slave to these dictators who ue woman to breed monster people and max who is a former cop and one of the dictators sons blood slaves escapes their clutches and teams up with other slaves like furiosa and they steal the dictators car and make a run for it in the wasteland over this world where gas is what everyone wants.,"The response is almost entirely general plot summary and does not reference the Buzzard attack, the battle, or any of the specific key-moment events. There is only a vague mention of stealing a car and escaping, which is not specific to the modeled event.",95,10
63,58,B,Post,Q13,Recall,Short,The Town,the robbers got caught robbing a armored truck and  a shootout happens after one of the robbers shoots a security guard and the robbers do a getaway.  Eventually everyone splits up and ben affleck and his crew destroy the getaway car by torching it with gas and lighting iot on fire while the police chase them.,"The participant accurately recalls the armored truck robbery, a shootout after a guard is shot, the robbers' getaway, and the destruction of the getaway car by torching it. However, they omit the nun disguises, the switch to a second vehicle, and some details about the chase and police pursuit, but capture the main sequence and key actions.",90,70
89,59,C,Post,Q18,Recall,Long,Abbot Elementary,"A pizza contest in regards to the best pizza was orchestrated by the co-workers at the school.  Everyone was to have purchased their favorite pizza for the contest.  The Black guy, shown in the picture, said that he only like pizza from a particular pizza restaurant that was 2 hours away, when in actuality he did not like pizza at all.  His co-worker, the white guy, drove to the restaurant that was 2 hours away, without his knowledge, and purchased the pizza for his friend.  The picture above shows the friend picking up the pizza to eat it when in actuality he was disgusted with the pizza.  He told the truth to all the co-workers about not liking pizza and his friend was dismayed at him for telling a lie and requested his money back.","The participant accurately describes the setup (pizza contest, Gregory's fabricated story, Jacob's effort to get the pizza, and Gregory's confession). They also mention the group’s reaction and the lie being revealed. However, they miss the details about the dramatic mop drop, the Lady Gaga joke, the extended group interrogation about other foods, and Gregory fleeing the lounge. The response is detailed and mostly accurate but omits some key comedic and emotional moments.",95,70
76,59,C,Post,Q13,Recall,Short,The Town,"Outside the bank, I believe this is the scene whereby the armored car robber was asking the armored car driver to get down on the ground.  The driver was not cooperating and I believe he may have shot and killed him at the dismay of the other bank robbers.  I think the other armored car drivers were also killed; however, one of the drivers set off an alarm to the police.","The participant recalls the armored truck robbery, the guard's resistance, and the alarm being set off, which matches some key events. However, they incorrectly state that multiple guards were killed (when only one was shot and wounded), and omit the police chase, vehicle switch, and burning of the van, missing much of the sequence.",90,40
10,60,F,Post,Q13,Recall,Long,Abbot Elementary,They were talking about pizza and the one character said he like Balitmore pizza as if there is such a thing. Everyone was talking about the best pizza and he was trying to hide the fact that he doesn't like pizza. So ithe other guy drove to get the B'more pizza. This is him trying to take a piece and preyend he likes it.,"The response captures the setup about Gregory pretending to like Baltimore-style pizza, Jacob getting the pizza, and Gregory trying to hide his dislike. However, it omits the group’s reactions, Gregory’s confession about being a picky eater, the dramatic and comedic responses, and the resolution where Gregory flees. The recall is partial and lacks detail on the aftermath.",85,60
158,60,F,Post,Q18,Recall,Short,Mad Max,"Durinmg the Mad Max race the each group wanted something. In this scene that guy flying through the air was attacking the other group, however it was in a very dramatic way ast he flew off the top of one vehicle to the other. Driving the spears into the challengers. The two gangs are at war with each other,","The participant recalls the dramatic leap from one vehicle to another and the use of spears, which matches events 3 and partially 6. They also note the conflict between two groups, aligning with the general battle context. However, they do not mention the suicide attack, explosion, or Furiosa's actions, missing several key details.",85,60
90,62,C,Post,Q18,Recall,Long,Abbot Elementary,"The teachers from Abbott elementary are in their break room eating lunch. One of the teachers told them he only liked Baltimore pizza from a made up name in the previous scene, and in this scene the other male teacher drove there and brought it back so he could eat it ""wet"". But really the teacher was lying and hates pizza. And didn't want to tell the other teachers because they would make fun of him. This is the moment he picks up the pizza and then tells them he lied and hates pizza. They are shocked and think he is weird for not liking pizza. He says this is why he didn't tell them in the first place.","The participant accurately recalls the main events: the teachers eating lunch, Gregory's lie about Baltimore-style pizza, Jacob bringing the pizza, Gregory's admission that he hates pizza, and the group's shocked reaction. They also mention Gregory's motivation for lying. However, they omit details such as Mr. Johnson's mop drop, the extended food interrogation, and the Lady Gaga joke, so the recall is strong but not complete.",95,80
77,62,C,Post,Q13,Recall,Short,The Town,"3 men put on masks with nun habits in a car. One little boy sees one of them and looks scared as they drive by.  They proceeded to rob a armored bank truck, shoot at pedestrians to keep them back. One of the main characters shot a cop/guard that was sneaking around the side. The driver has a police radio tracker waiting for it to be called in and telling them their time. They pack duffle bags full of cash and throw them into the trunk of the car. The other two are mad he shot him. Then they are in a getaway chase and start shooting at other cop cars to try to get away. They get trapped in an alleyway, but switch to a new car with the duffles of money and set their car on fire.","The participant provides a highly detailed and accurate account, mentioning the nun masks, the armored truck robbery, the guard being shot, the use of a police scanner, duffel bags of cash, the police chase, gunfire, the vehicle switch, and burning the original van. Minor inaccuracies (e.g., shooting at pedestrians, a little boy watching) do not detract from the strong recall of the key model events.",95,95
91,63,C,Post,Q18,Recall,Long,Abbot Elementary,"The person on the right does not like pizza and tries to avoid a pizza lunch with his co-workers in the teachers lounge. He is then given a slice of pizza by the person on the left and it is gross and wet looking. The guy on the right is disgusted by it and does not even want to pick it up, but he is forced to try it and backs out at the last second and comes clean about his aversion to pizza.","The response captures the avoidance of pizza, the presentation of the soggy pizza, and Gregory's eventual confession. However, it lacks mention of the group’s reactions, Gregory’s explanation for lying, the follow-up questions about other foods, and the dramatic or comedic elements from the rest of the staff. The ordering and core moment are correct, but much detail is missing.",90,60
78,63,C,Post,Q13,Recall,Short,The Town,The scene follows a bank robbery where the suspects are dressed as nuns with sinister looking masks and high caliber long guns. There is a high speed car chase and getaway. They are driving through narrow streets and crashing cars and it is fast and chaotic. There are shots being fired throughout the scene. There was a shoot-up between the robbers and the police at the end of the scene.,"The participant accurately recalls the nun masks, the high-caliber weapons, the high-speed chase, the chaotic driving through narrow streets, and the gunfire with police, which covers several key events (2, 14-16). However, they do not mention the armored truck ambush, the guards, the switch to a second vehicle, or the burning of the minivan, so the recall is incomplete.",90,70
101,64,B,Post,Q18,Recall,Long,Mad Max,"In this scene, Furiousa has gone rogue and is trying to escape with a bunch of pregnant women used as breeding stock. The evil leader guy (who's name I don't remember) has sent a bunch of warriors to track her down, and this scene is a battle between her people and his, as they drive into a sandstorm. Max is chained to the front of the car to steal his blood to vitalize the driver who's like a berserker.","The participant recalls Furiosa escaping with the breeders, being pursued, and a battle between groups, which partially matches the Buzzard attack and ensuing fight. However, they do not mention the Buzzards, the suicide attack, or the specific tactics used, and they conflate this with the sandstorm sequence.",90,50
64,64,B,Post,Q13,Recall,Short,The Town,"It started out with a couple guys in a car. They put on the creepy nun masks and then rob a money truck. There's a shootout and a chase with the cops. During the chase, an accomplice pulls up, and they get in his car and escape. One of them is upset at one of the others for acting recklessly. At some point, a car explodes - I think it was their original getaway vehicle.","This response includes the crew in a car, the nun masks, robbing a money truck, a shootout and police chase, the switch to a second car, and the explosion of the original getaway vehicle. The ordering and specificity are strong, though the mention of an argument is extraneous and not part of the key moment.",95,85
128,66,D,Post,Q18,Recall,Short,Abbot Elementary,"Pizza was being eaten in the teacher's lounge. They were trying to get one of the teachers to eat pizza. He doesn't like pizza, so a debate was happening about pizza. The teacher explains why he doesn't like pizza. The others are explaining where the pizza was from. The piece he was doing to try was all soggy","The participant recalls the teachers eating pizza, the effort to get Gregory to eat, his dislike of pizza, and the soggy pizza detail. They also mention a debate and Gregory explaining his dislike, which aligns with the confession and some group reaction. However, the response omits the more specific and theatrical group reactions, the Lady Gaga joke, and Gregory fleeing the lounge.",90,70
35,66,D,Post,Q13,Recall,Long,The Town,"This scene involved robbing a armord car at a bank. A guard was shot. There were 4 men in the robbery car wearing masks and carrying assault rifles. The injured man was told while lying on the ground, he should have stayed in the truck.  There seemed to be much confusion going on. The men hurried back to the car, which led to a police chase.","The participant recalls the armored car robbery, the four masked robbers, the guard being shot, a line spoken to the injured guard, confusion, and the police chase. However, they omit the disguises, the vehicle switch, and the burning of the minivan, so the recall is partial but includes several key elements.",90,65
129,67,D,Post,Q18,Recall,Short,Abbot Elementary,"After finding out that Gregory only likes a specific pizza, his co-worker was trying to be a great colleague by going to that certain restaurant to pick-up pizza for Gregory. Once he arrives at the teacher's lounge/cafeteria with the pizza, Gregory finally admits that does not like or eat pizza at all.","The participant accurately recalls Jacob going out of his way to get the special pizza for Gregory and Gregory's eventual confession that he does not like pizza. However, the response omits the group’s shocked reaction, the details about Gregory inventing the Baltimore-style pizza story, and the subsequent teasing and questioning about other foods.",95,60
36,67,D,Post,Q13,Recall,Long,The Town,The robbery crew was able to acost the Brinks type money truck as it arrived later than usual at the bank. The money truck driver managed to get out of the truck while the second security person was held at gunpoint on the ground by one of the crew members as the money bags are moved to the robbers getaway vehicle.,"The participant recalls the armored truck arriving and the robbers ambushing it, with one guard escaping and another held at gunpoint, which aligns with the initial confrontation and partial resistance (MODEL EVENTS 3-7). However, they omit key details such as the nun disguises, the shooting of the resisting guard, the escape, and the car switch, and do not mention the subsequent chase or burning of the van.",95,35
130,68,D,Post,Q18,Recall,Short,Abbot Elementary,"The man on the right side of the photo was on a lunch break with the rest of the teachers. Everyone was eating pizza, except him. He tried taking slices and making excuses for why he wouldn’t eat the pizza, which led him to entirely confess that he strongly dislikes pizza. The two women in the room, as well as the man on the left side of the photo, all asked him why he didn’t like pizza. This became a small, playful argument that made the pizza disliked so uncomfortable that he wound up slinking out of the room.","The response captures the group pizza lunch, Gregory avoiding pizza, his excuses, the confession, and the group’s questioning and playful argument, as well as Gregory leaving the room. It misses specific details like Jacob’s effort to get the Baltimore-style pizza, Mr. Johnson’s mop drop, and the Lady Gaga joke, but covers the main sequence and group reactions.",90,75
37,68,D,Post,Q13,Recall,Long,The Town,"I remember three men wearing nun masks, as seen above, try to rob a bank. The police pulled up, and this started a chase throughout the city. The men in the masks were split up in different cars at first. One of them eventually cut off a section of police and traffic while intersecting the other robbers. The police got caught behind cars. The robbers got away, changed cars (in front of a cop), and hid further.","The participant accurately recalls the nun masks, the robbery, the police chase, and the car switch, which covers several major MODEL EVENTS (2, 13-19). However, they incorrectly state the robbers were split up in different cars at first and omit the armored truck ambush, the violence against the guards, and the burning of the minivan, so the recall is partial but includes several key beats.",90,60
50,69,E,Post,Q13,Recall,Short,Abbot Elementary,In this scene of Abbott Elementary the subject that was being talked about was favorite foods. The Principal Gregory and another co worker were talking about food or favorite food in the school cafeteria. Gregory was asked what was his favorite food. As Gregory was picking up a slice of the pizza was asking about liking pizza and he said he did not like pizza,"The participant recalls the cafeteria setting, the topic of favorite foods, Gregory being asked about pizza, and his admission that he does not like pizza. However, they miss the group’s dramatic reaction, the Baltimore-style pizza detail, and the context of Gregory lying to fit in, only capturing the basic revelation.",90,50
111,69,E,Post,Q18,Recall,Long,Mad Max,"The warriors were driving strange looking vehicles. The  warriors had captured  I believe Max they tied him up they were traveling to go to war with other warriors. There was great violent scenes to my, the violent scenes were happening really fast for me I tried to keep up with the scenes from the  movie","The participant recalls the presence of strange vehicles, warriors, and violence, but does not mention the Buzzards, the War Rig, the high-speed battle, or the suicide attack by the War Boy. The response is vague and lacks specificity regarding the key events.",90,20
11,70,F,Post,Q13,Recall,Long,Abbot Elementary,He was trying a certain kind of pizza he liked but changed his mind. HE said he did not like pizza.  Gregory went to his car and was upset because they were trying to get him to eat pizza. He put the pizza down and that was it.  That is all I remember.  All the teachers were trying their favorite pizza.Gregory said his favorite pizza was from Philadelphia OR Pittsburgh. He did not like the pizza he was served.,"The participant remembers Gregory being pressured to eat pizza, his admission of not liking it, and leaving upset. However, they confuse the pizza's origin, miss the group’s reactions, the mop drop, the Lady Gaga joke, and the discussion about Gregory's picky eating. The recall is fragmented and omits most key moments.",90,40
159,70,F,Post,Q18,Recall,Short,Mad Max,"I DO NOT KNOW I DID NOT LIKE MAD MAX MOVIE, SO I DO NOT LIKE THE SCENES.  THEY WERE ALWAYS TRYING TO KILL SOMEONE. Something was always blowing up.
It was boring.  I DO NOT REMEMBER THE CHARACTERS THEY ALWAYS SHOWED SOMETHING BLOWING UP AND THEY WERE IN UGLY VEHICLES WITH UGLY COSTUMES.
I DID NOT LIKE IT AT ALL. NOT MY FAVORITE.  IT IS NOT LIKE THEY SAID THE CHARACTERS NAMES.","The participant explicitly states they do not remember the scene or the characters, and provides only general negative commentary about explosions and vehicles. No specific MODEL EVENTS are recalled.",95,0
131,72,D,Post,Q18,Recall,Short,Abbot Elementary,The Abbott crew is eating pizza in the lunchroom. Gregory walks in and Jacob bring him a pizza that he drove two hours to get. It was a special pie that Gregory said was the only pizza he liked. Gregory tries to grab it but looks disgusted and ultimately confesses he just doesn’t like pizza. Everyone is horrified.,"The participant recalls the lunchroom setting, Jacob’s special trip for the Baltimore-style pizza, Gregory’s disgust and confession, and the group’s horrified reaction. While it omits some follow-up details (like the extended questioning about other foods and the Lady Gaga joke), it accurately covers the key events and their order.",95,80
38,72,D,Post,Q13,Recall,Long,The Town,The three person gang is about to rob the bank. They had put their masks on in the car and fget out when they finally see the armed truck in front of the bank. They attack the hard hosting money in the truck but the truck driver somehow gets out and foils the heist. I’m pretty sure this scene was during the moments the gang is trying to decide what to do to get out of the job gone wrong.,"The participant recalls the robbers putting on masks in the car and attacking the armored truck, which matches the initial setup (MODEL EVENTS 1-4). However, they incorrectly state the truck driver foils the heist, and do not mention the violence, the escape, the chase, or the burning of the van, resulting in a low but nonzero recall.",95,30
102,73,B,Post,Q18,Recall,Long,Mad Max,"They were being chased by some other people & some random dude was being held hostage in the front of a car. There were alot of explosions alot of unique ways of killing each other, etc . I believed they ended up getting away but im not too sure about that there was alot of screaming & brutality There was also some guy playing guitar","The participant recalls the general chaos, explosions, and brutality of the battle, as well as the presence of a hostage and a guitar player (a notable but not key-moment detail). However, they do not specifically mention the Buzzards, the War Boys' suicide attack, or Furiosa's tactical driving, and their description is vague regarding the outcome and sequence of events.",90,40
65,73,B,Post,Q13,Recall,Short,The Town,They were robbing a bank. I belive it was 3 robbers in total & they had to shoot a police officer because he tried to be slick & get at them. Then they got in a speed chase with the police. As they were driving away they were shooting each other & At the end they ended up getting away & blew up the car as well.,"The participant recalls the robbery, a shootout with a guard (though misidentifies as a police officer), the police chase, gunfire during the escape, and the car being blown up. They miss the nun disguises, the armored truck detail, the switch to a second vehicle, and some specifics, but capture the general flow of the key events.",85,60
51,74,E,Post,Q13,Recall,Short,Abbot Elementary,They tried to give him pizza to eat he said he didnt like it and only ate 5 things.  Then he tried the pizza.  I dont remember what happened after that.  It wasnt really funny but im not sure if its supposed to be funny.  i remember they pu oil or water on the pizza and it was really soggy ive never seen anybody do that before,"The participant recalls that Gregory is pressured to eat pizza, admits he doesn't like it, and mentions he only eats a few things, which aligns with the picky eating confession. They also remember the soggy pizza detail. However, they miss the group’s dramatic reactions, the Lady Gaga joke, and Gregory fleeing the lounge, and their recall is incomplete and somewhat out of order.",90,45
112,74,E,Post,Q18,Recall,Long,Mad Max,They are chasing a gas truck because there is a shortage of gas and gas is a commodity which is very valuable.  They are attacking and killing each other in a road race across a desert.  It is cool to watch but kind of gets very repetitive after awhile.  Also they dont explain why all the characters look like monsters kind of,"The participant recalls a desert chase involving a valuable gas truck and violent attacks, which aligns with the War Rig being attacked and a chaotic battle. However, there is no mention of the Buzzards, the War Boys' specific actions, or the suicide attack, so only general elements are captured.",85,40
132,76,D,Post,Q18,Recall,Short,Abbot Elementary,The guy sitting watching the guy grabbing the pizza had went out and grabbed pizza for everyone in the room but remembered that his friend grabbing the pizza only liked a certain type of pizza so he went out of his way to get what he liked and to find out the guy just really didn’t like any type of pizza so he said a pizza place that was far away never thinking someone would actually bring that pizza and catch him lying about liking pizza and have the truth come out that he didn’t like any pizza,"The participant accurately recalls the main plot points: Gregory lied about liking a special type of pizza, Jacob went out of his way to get it, and Gregory was caught in his lie and admitted he doesn't like pizza. The response captures the deception, the effort to get the pizza, and the revelation, but omits the group’s dramatic reactions, the picky eating confession, and the aftermath. The ordering and specificity are strong for the core events.",95,85
39,76,D,Post,Q13,Recall,Long,The Town,Robbery of an armored truck with a guy in the armored truck that hopped out of the drivers side to try and stop the robbery and got shot but still got robbed but almost got the robbers caught up and the police chased them until they went to another get away car and set their car on fire and ditched the second car right in front of a cop that turned his head and looked away,"The participant accurately recalls the armored truck robbery, the guard resisting and being shot, the police chase, the switch to a second getaway car, and setting the original car on fire. The mention of ditching the second car in front of a cop who looks away is a detail from the long cut, not the short-form key moment, but does not detract from the accurate recall of nearly all key events.",95,95
103,77,B,Post,Q18,Recall,Long,Mad Max,"My summarization of this scene will be much more general as there was confusion and lack of clarity on my part. An escape occurred and then there was an intense chase scene that required three different entities, all of whom had many different weapons and other tools to their disposal. The chase took place in a dessert and featured many different power struggles occurring amongst the different entities.","The response is very general, only referencing an escape, a chase, and multiple groups with weapons in the desert. There is no mention of the Buzzards, War Boys, Furiosa, or any specific actions or key moments from the model events.",95,20
66,77,B,Post,Q13,Recall,Short,The Town,"I remember that a group of three people were planning what seemed to be a heist of a truck filled with money. They pull off the heist and then get into a high-speed, very dangerous car speed chase with the cops, during which time they nearly get caught before shooting at the cops mercilessly with very powerful guns. They are eventually able to out-maneuver the police.","The participant recalls the general structure of the heist (a group robbing a truck, a high-speed chase, and a shootout with police), but omits key details such as the nun disguises, the armored truck ambush, and the specific sequence of events. The number of robbers is also incorrect, and there is no mention of the escape plan or burning the van.",90,40
52,79,E,Post,Q13,Recall,Short,Abbot Elementary,Everyone in the break room was eating pizza. The guy on the left picked Gregory up a special pizza thinking he would eat it finally. The guy on the right picked up the pizza pretending to go and eat it then came clean and told everyone he doesn't like pizza. Everyone reacted dramatically to him not liking pizza.,"The response accurately recalls the group eating pizza, Jacob getting a special pizza for Gregory, Gregory admitting he doesn't like pizza, and the group's dramatic reaction. However, it omits key details such as Gregory's explanation about being a picky eater, the Lady Gaga joke, and Gregory fleeing the lounge, but the main sequence and reactions are captured.",95,65
113,79,E,Post,Q18,Recall,Long,Mad Max,"In this scene, the man jumping surrendered himself to take down one of the spikey cars that is their enemy. He is jumping off of his vehicle to land on the spikey vehicle and makes it explode. Max is being used as a blood bag for the person driving the car he is attached to so they strapped him to the front of the vehicle.","The participant accurately recalls the suicide attack by a man jumping onto a spiked enemy car and causing an explosion, which matches the War Boy's sacrifice. They also mention Max being used as a blood bag, which, while not a key event, does not detract from the accurate recall of the main action.",95,80
53,80,E,Post,Q13,Recall,Short,Abbot Elementary,In this scene I believe the character was explain how he does not like a certain meal and the other characters were very shocked. I remember some of the characters were disappointed in the main characters opinions on not liking certain foods. I remember the white male character speaking most of the time. I believe in the end Gregory decides to skip out on the pizza.,"The participant generally remembers that Gregory does not like a certain food and that others are shocked and disappointed, but provides few specifics. They vaguely reference the group’s reaction and Gregory skipping the pizza, but miss most of the key events, including the details about the special pizza, the confession, and the humorous group responses.",85,35
114,80,E,Post,Q18,Recall,Long,Mad Max,In this scene I recall a man was taken hostage and was tied to the front of a car. A women who was leading a team was on a mission but decided at that’s moment to stray from the mission and to accomplish her own plan. Thus a crew was sent out to stop the women from straying too far from the mission was there to ultimately punish her.,"The response references a man tied to the front of a car and Furiosa leading a team, but does not mention the Buzzards, the high-speed battle, or the suicide attack. The details provided are tangential and do not accurately recall the key events of the scene.",95,10
144,81,A,Post,Q18,Recall,Short,Mad Max,I honestly can’t recall. I do recall that  there was some people chasing another group of people and they are in a shoot out. A guy kills himself trying to kill the other group of people. He succeeded in killing a few peoples when he let off the bombs as he jumped at them. That’s all I can recall honestly.,"The participant recalls a chase, a shootout, and a suicide attack with bombs, which aligns with the War Boys' suicide attack and the general chaos of the battle. However, they do not mention Furiosa, the War Rig, or the Buzzards, and their recall is vague and incomplete regarding the specific sequence and participants.",90,40
21,81,A,Post,Q13,Recall,Long,The Town,Three friends that are all males dressed up as nuns and held up as well as robbed the money truck that was collecting from the bank. While they had one of the men stuck up the other man came out of the truck and held one of the robbers at gun point. One of the nun dressed guys shot the guard who worked for the money truck as he had a gun pointed at his friends,"The participant accurately recalls the robbers dressing as nuns, the armored truck robbery, the confrontation with the guards, and that one guard is shot after resisting. However, they omit the escape sequence, the police chase, and the burning of the getaway van, which are key parts of the MODEL EVENTS.",95,60
92,82,C,Post,Q18,Recall,Long,Abbot Elementary,"The Black character doesn't eat a lot of popular foods, and pizza is one of those foods. In this scene, his co-workers are trying to get him to try a slice of pizza. He was truly disgusted by the pizza. To avoid situations like this, he would eat in his car so that he wouldn't be judged by his co-workers.","The participant identifies that Gregory is a picky eater and that his coworkers try to get him to eat pizza, which disgusts him. However, they omit the specifics of the Baltimore-style pizza, the group’s reactions, Gregory’s confession and explanation, and the comedic escalation. The response is vague and misses most of the key moment’s details.",85,40
79,82,C,Post,Q13,Recall,Short,The Town,"This character was one of several characters who were about to rob a bank. Ben Affleck was one of the main characters in the movie and in the bank heist. They arrived at the bank in a car without masks, but before they entered the bank, they put on Nun outfits & masks. They were very heavily armed. While in the bank, one of the bank robbers kills someone because the person wouldn't stop moving. That wasn't in the plan. When they leave the bank, a chase ensues. They end up weaving through tight streets trying to avaoid the police in The Town. I'm pretty sure they were in Pennsylvania, but I'm not sure if it was Philly or Pittsburgh.","The response includes the crew arriving at the bank, putting on nun masks and habits, being heavily armed, a shooting inside the bank, and a chase through tight streets. However, it incorrectly states the location (Pennsylvania instead of Boston), and omits the armored truck, the guard resistance, the vehicle switch, and the burning of the minivan. The sequence is mostly correct but lacks several key details.",85,60
145,83,A,Post,Q18,Recall,Short,Mad Max,The guys who tied Mad Max to the pole on the front of their car were trying to blow up the vehicles with the spikes because the spiked vehicles were trying to kill them This was one of the last scenes in a long chase scene where several spiked vehicles as well as many of the captors' vehicles had been destroyed.,"The response references Mad Max being tied to a car and spiked vehicles attacking, which loosely matches the Buzzards' attack and the presence of War Boys. However, it lacks mention of Furiosa, the War Rig, the suicide attack, and the outcome, and the details are somewhat confused and incomplete.",85,30
22,83,A,Post,Q13,Recall,Long,The Town,"This guy was part of a 3-man robbery gang and was pointing a gun at a security guard from a money transport vehicle. The other members of the gang were either taking money out of the vehicle or had just finished taking the money. There was another security guard in the vehicle, and if I remember correctly he tried to stop the gang.","The response mentions the robbery, the gang pointing guns at the guards, and the attempt to take money, as well as a guard trying to stop them. However, it lacks detail about the disguises, the shooting, the escape, and the police chase, and incorrectly states there are only three robbers.",90,40
54,84,E,Post,Q13,Recall,Short,Abbot Elementary,"Gregory admits he likes pizza, and proceeds to grab a piece of pizza with full intent to at it and full intent to consume it in it's entirety and defy any doubt that he likes pizza and dispel any earlier impressions to all concerned and present company, as he selects the slice with much delicacy. He looks on it with much desire.","The participant incorrectly recalls Gregory admitting to liking pizza and eating it, which is the opposite of the key moment where he confesses to disliking pizza. No accurate MODEL EVENTS are recalled.",95,0
115,84,E,Post,Q18,Recall,Long,Mad Max,The man in back tosses the spear. The man pouncing upon the car gets speared. The car in front crashed into a flaming crash and all involved are burned in a great ball of fire. Then Furiosa and passenger are able to drive ahead and escape. The care continues to drive ahead and surpass all that are chasing it.,"The participant recalls a spear being thrown, a man jumping onto a car, a fiery crash, and Furiosa escaping, which aligns with the suicide attack and the War Rig escaping. However, the response lacks mention of the Buzzards, the chaotic battle, and the specific actions of Furiosa and the War Boys, but it does capture several key moments.",85,60
12,85,F,Post,Q13,Recall,Long,Abbot Elementary,This is a scene where the one guy drove to Boston maybe to get a wet pizza that the other character said was his favorite pizza. However the character lied and he doesn’t like pizza at all. This scene is from Abbott elementary and it was all the teachers in the break room. In addition to this scene there was a step contest going on.,"The participant accurately recalls the core of the key moment: Jacob getting a special pizza for Gregory, Gregory having lied about liking pizza, and the teachers being in the break room. However, there are inaccuracies (Boston instead of Baltimore) and missing details about the group’s reaction, Gregory’s confession about being a picky eater, and the subsequent teasing and escalation. The step contest is irrelevant to the key moment.",90,60
