id,respondent,group,questionnaire,question_code,question,form,title,response,recall_score,rationale,confidence_score
141,52,A,Post,Q18,Recall,Short,Mad Max,"The man in the air holding the 2 spears was about to blow up the car below him, knowing he'd be killed for the success of his team/people. This scene was really exciting. Many quick kills. So much happening at once. Thrilling! I've never seen this movie in full, but I will in the near future. Thanks for the suggestion!",55.0,"The participant accurately recalls the suicide attack by a War Boy with explosive spears, which maps to events 5-7. However, there is little mention of Furiosa, the War Rig, or the broader context of the battle, and some details are inferred rather than directly observed. The response is focused on a single moment rather than the full sequence.",90.0
18,52,A,Post,Q13,Recall,Long,The Town,"Bank robbers that were dressed as nuns robbed an armored truck outside of the bank. One of the robbers had a romantic interest with the manager of that bank. He was trying to keep up with ribbing while pursuing his live interest. While having a casual talk with the bank manager, another robber came up to the two and started having a conversation about never having mentioned his love interest with the bank manager.",40.0,"The participant accurately recalls the nun disguises, the armored truck robbery, and the romantic connection between a robber and the bank manager (Claire). However, the response is vague and somewhat confused about the interpersonal dynamics, misattributing some actions and dialogue, and omits most of the detailed sequence of events, locations, and character names.",80.0
142,55,A,Post,Q18,Recall,Short,Mad Max,This was a scene that showed many post-apocalyptic people and vehicles in a chase to catch up with one another to kill their enemies. It was filled with spiked vehicles and weaponized vehicles that were used to chase and kill one another. The main character who is the woman in charge was trying to save her friend from being slaughtered by these monsters.,40.0,"The response captures the general idea of a post-apocalyptic chase with spiked and weaponized vehicles, which aligns with events 1-3. However, it introduces an inaccurate element about Furiosa trying to save her friend, which is not present in the model events, and lacks specific details about the suicide attack or the battle's resolution.",85.0
19,55,A,Post,Q13,Recall,Long,The Town,This was a team of Heist members who were robbing an armory truck. They were being chased by police cars and trying to make a clean getaway within being caught. Things actually didn’t go well because one of the armored truck drivers ended up getting shot by one of the masked men. They were now targeted by the Boston Police Department who were trying to catch them. They ended up changing vehicles to make the pursuit easier without them being caught.,45.0,"The response correctly identifies the armored truck heist, the police pursuit, the shooting of a guard, and the crew changing vehicles to evade capture. However, it lacks detail about the disguises, specific character actions, and omits the interpersonal and aftermath events, providing only a general summary of the heist sequence.",85.0
99,56,B,Post,Q18,Recall,Long,Mad Max,They took away some people who I think were the breeders or the woman and they were getting chased. They decided to run into enemy territory and into the storm in order to lose them. The person who was getting their blood taken out was tied to the car. They end up killing the enemy’s but many of the friendlies end up dying.,55.0,"The participant correctly recalls the escape of the 'breeders' (wives) and the pursuit, including the strategic use of the sandstorm to evade pursuers. They also mention Max being used as a blood donor and chained to a car, which is accurate. However, details are vague, with no specific names, locations, or clear chronology, and the ending is somewhat inaccurate (the 'killing of the enemy' is not a clear event in this segment).",85.0
62,56,B,Post,Q13,Recall,Short,The Town,There was a bank robbery and they needed up killing police and security guard they switched cars. The scene seemed to be in a historical area like nyc or Boston. The security guard threatened to shoot a robber but ended up getting shot himself because he thought he would not be. To destroy evidence they lit their original get away car on fire.,,,
100,58,B,Post,Q18,Recall,Long,Mad Max,Max is a slave to these dictators who ue woman to breed monster people and max who is a former cop and one of the dictators sons blood slaves escapes their clutches and teams up with other slaves like furiosa and they steal the dictators car and make a run for it in the wasteland over this world where gas is what everyone wants.,40.0,"The response identifies Max as a slave and blood donor, the existence of breeding women, and the general post-apocalyptic setting where gas is valuable. However, it contains inaccuracies (e.g., Max escaping with Furiosa and stealing the dictator's car) and lacks detail about the actual sequence of events, specific names, and the sandstorm chase.",80.0
63,58,B,Post,Q13,Recall,Short,The Town,the robbers got caught robbing a armored truck and  a shootout happens after one of the robbers shoots a security guard and the robbers do a getaway.  Eventually everyone splits up and ben affleck and his crew destroy the getaway car by torching it with gas and lighting iot on fire while the police chase them.,60.0,"The participant accurately recalls the armored truck robbery, the shootout after a guard is shot, the getaway, and the destruction of the getaway car with gasoline and fire. However, there are inaccuracies (e.g., 'everyone splits up') and some details are vague or slightly off (e.g., 'got caught robbing' when they actually escape). The main sequence and key actions are present, but not all details or names are included.",85.0
89,59,C,Post,Q18,Recall,Long,Abbot Elementary,"A pizza contest in regards to the best pizza was orchestrated by the co-workers at the school.  Everyone was to have purchased their favorite pizza for the contest.  The Black guy, shown in the picture, said that he only like pizza from a particular pizza restaurant that was 2 hours away, when in actuality he did not like pizza at all.  His co-worker, the white guy, drove to the restaurant that was 2 hours away, without his knowledge, and purchased the pizza for his friend.  The picture above shows the friend picking up the pizza to eat it when in actuality he was disgusted with the pizza.  He told the truth to all the co-workers about not liking pizza and his friend was dismayed at him for telling a lie and requested his money back.",65.0,"This response accurately describes the pizza contest, the requirement for everyone to bring their favorite pizza, Gregory's fabrication about liking a distant pizza (though the location is not specified as Baltimore), and Jacob's effort to get the pizza. It also notes Gregory's admission and the group's reaction, though some details are slightly altered or missing (e.g., the request for money back is not in the MODEL EVENTS). The main plot and chronology are well represented, but some specifics are imprecise.",90.0
76,59,C,Post,Q13,Recall,Short,The Town,"Outside the bank, I believe this is the scene whereby the armored car robber was asking the armored car driver to get down on the ground.  The driver was not cooperating and I believe he may have shot and killed him at the dismay of the other bank robbers.  I think the other armored car drivers were also killed; however, one of the drivers set off an alarm to the police.",35.0,"The response identifies the armored truck robbery and the guard's resistance, including the alarm being set off. However, it incorrectly states that multiple guards were killed (only one is shot and wounded), and omits the escape, police chase, and vehicle switch. The recall is partial and contains inaccuracies.",85.0
10,60,F,Post,Q13,Recall,Long,Abbot Elementary,They were talking about pizza and the one character said he like Balitmore pizza as if there is such a thing. Everyone was talking about the best pizza and he was trying to hide the fact that he doesn't like pizza. So ithe other guy drove to get the B'more pizza. This is him trying to take a piece and preyend he likes it.,55.0,"The participant correctly recalls the pizza debate, Gregory's fabricated preference for 'Baltimore pizza,' his attempt to hide his dislike of pizza, and Jacob's effort to get the special pizza. However, the response lacks detail about the group dynamics, specific actions, and the resolution, and it contains some minor inaccuracies (e.g., 'preyend he likes it' is not fully supported by the model events).",85.0
158,60,F,Post,Q18,Recall,Short,Mad Max,"Durinmg the Mad Max race the each group wanted something. In this scene that guy flying through the air was attacking the other group, however it was in a very dramatic way ast he flew off the top of one vehicle to the other. Driving the spears into the challengers. The two gangs are at war with each other,",50.0,"The participant recalls the dramatic leap and attack between vehicles, referencing the two warring groups and the use of spears. However, the response is vague, lacks specific names, and omits key details such as the suicide bombing, Furiosa, and the Buzzards, resulting in a lower recall score.",80.0
90,62,C,Post,Q18,Recall,Long,Abbot Elementary,"The teachers from Abbott elementary are in their break room eating lunch. One of the teachers told them he only liked Baltimore pizza from a made up name in the previous scene, and in this scene the other male teacher drove there and brought it back so he could eat it ""wet"". But really the teacher was lying and hates pizza. And didn't want to tell the other teachers because they would make fun of him. This is the moment he picks up the pizza and then tells them he lied and hates pizza. They are shocked and think he is weird for not liking pizza. He says this is why he didn't tell them in the first place.",80.0,"The response accurately recalls the main plot points: the teachers eating lunch, Gregory inventing 'Baltimore-style pizza,' Jacob bringing the pizza, Gregory's aversion to pizza, and his fear of ridicule. Some details (e.g., specific names, the mop drop, and the Lady Gaga joke) are missing, but the core sequence and motivations are well captured.",90.0
77,62,C,Post,Q13,Recall,Short,The Town,"3 men put on masks with nun habits in a car. One little boy sees one of them and looks scared as they drive by.  They proceeded to rob a armored bank truck, shoot at pedestrians to keep them back. One of the main characters shot a cop/guard that was sneaking around the side. The driver has a police radio tracker waiting for it to be called in and telling them their time. They pack duffle bags full of cash and throw them into the trunk of the car. The other two are mad he shot him. Then they are in a getaway chase and start shooting at other cop cars to try to get away. They get trapped in an alleyway, but switch to a new car with the duffles of money and set their car on fire.",85.0,"This response provides a detailed and mostly accurate account, including the nun masks, the robbery, the shooting of a guard, the use of a police scanner, packing duffel bags, the internal conflict over the shooting, the police chase, gunfire, the car switch, and burning the original vehicle. There are some minor embellishments (e.g., shooting at pedestrians, mention of a scared boy), but the core sequence and details are well recalled.",95.0
91,63,C,Post,Q18,Recall,Long,Abbot Elementary,"The person on the right does not like pizza and tries to avoid a pizza lunch with his co-workers in the teachers lounge. He is then given a slice of pizza by the person on the left and it is gross and wet looking. The guy on the right is disgusted by it and does not even want to pick it up, but he is forced to try it and backs out at the last second and comes clean about his aversion to pizza.",60.0,"The participant identifies the key moment of Gregory being pressured to eat pizza and his eventual confession, as well as the detail about the pizza being 'gross and wet.' However, the response lacks specific names, omits the backstory about the invented Baltimore-style pizza, and does not mention the group dynamics or aftermath, resulting in a less detailed recall.",85.0
78,63,C,Post,Q13,Recall,Short,The Town,The scene follows a bank robbery where the suspects are dressed as nuns with sinister looking masks and high caliber long guns. There is a high speed car chase and getaway. They are driving through narrow streets and crashing cars and it is fast and chaotic. There are shots being fired throughout the scene. There was a shoot-up between the robbers and the police at the end of the scene.,65.0,"The participant accurately recalls the nun disguises, the high-speed chase, the use of guns, and the chaotic escape, which map to several key events (2, 14-16). However, there is a lack of detail about the initial ambush, the armored truck, the guards, and the specific escape maneuvers, so the recall is partial but generally accurate.",90.0
101,64,B,Post,Q18,Recall,Long,Mad Max,"In this scene, Furiousa has gone rogue and is trying to escape with a bunch of pregnant women used as breeding stock. The evil leader guy (who's name I don't remember) has sent a bunch of warriors to track her down, and this scene is a battle between her people and his, as they drive into a sandstorm. Max is chained to the front of the car to steal his blood to vitalize the driver who's like a berserker.",75.0,"The participant accurately recalls Furiosa's betrayal, the escape with the wives, the pursuit by Immortan Joe's forces, the sandstorm, and Max's role as a blood bag chained to a car. While some names are missing and a few details are generalized, the main events, motivations, and actions are well represented and in correct chronological order.",90.0
64,64,B,Post,Q13,Recall,Short,The Town,"It started out with a couple guys in a car. They put on the creepy nun masks and then rob a money truck. There's a shootout and a chase with the cops. During the chase, an accomplice pulls up, and they get in his car and escape. One of them is upset at one of the others for acting recklessly. At some point, a car explodes - I think it was their original getaway vehicle.",75.0,"This response captures the initial car ride, the use of nun masks, the armored truck robbery, the shootout, the police chase, the switch to a second getaway car, and the destruction of the original vehicle. The participant also adds a minor detail about group dynamics, which is not in the model events, but overall the recall is accurate and covers most major points, though not all specifics (e.g., names, exact number of robbers) are mentioned.",90.0
128,66,D,Post,Q18,Recall,Short,Abbot Elementary,"Pizza was being eaten in the teacher's lounge. They were trying to get one of the teachers to eat pizza. He doesn't like pizza, so a debate was happening about pizza. The teacher explains why he doesn't like pizza. The others are explaining where the pizza was from. The piece he was doing to try was all soggy",60.0,"The response captures the setting, the effort to get a teacher to eat pizza, the teacher's dislike of pizza, a debate about pizza, and the detail about the soggy slice. It omits names, the confession's emotional context, and the extended reactions, but covers the core sequence with moderate detail.",85.0
35,66,D,Post,Q13,Recall,Long,The Town,"This scene involved robbing a armord car at a bank. A guard was shot. There were 4 men in the robbery car wearing masks and carrying assault rifles. The injured man was told while lying on the ground, he should have stayed in the truck.  There seemed to be much confusion going on. The men hurried back to the car, which led to a police chase.",55.0,"The participant recalls the armored car robbery, the shooting of a guard, the use of masks and rifles, the number of robbers, and the start of the police chase. The response omits details about the disguises (nun masks), the vehicle switch, burning the van, and the tense moment with the police officer, but provides a moderately accurate summary of the main action.",85.0
129,67,D,Post,Q18,Recall,Short,Abbot Elementary,"After finding out that Gregory only likes a specific pizza, his co-worker was trying to be a great colleague by going to that certain restaurant to pick-up pizza for Gregory. Once he arrives at the teacher's lounge/cafeteria with the pizza, Gregory finally admits that does not like or eat pizza at all.",45.0,"The response captures the core plot point that Gregory's colleague (Jacob) goes out of his way to get a special pizza for Gregory, and that Gregory ultimately admits he does not like pizza. However, it omits key details such as the group reaction, Gregory's explanation about fitting in, and the subsequent teasing and questioning. The chronology is mostly correct but lacks richness and specificity.",85.0
36,67,D,Post,Q13,Recall,Long,The Town,The robbery crew was able to acost the Brinks type money truck as it arrived later than usual at the bank. The money truck driver managed to get out of the truck while the second security person was held at gunpoint on the ground by one of the crew members as the money bags are moved to the robbers getaway vehicle.,40.0,"The response accurately recalls the armored truck robbery, mentioning the ambush, the guards, and the transfer of money to the getaway vehicle. However, it omits key details such as the use of nun masks, the location (Boston’s North End), the sequence of subduing the guards, and the subsequent escape and chase. The level of detail is moderate but lacks specificity and some accuracy (e.g., the truck arriving 'later than usual' is not in the model events).",90.0
130,68,D,Post,Q18,Recall,Short,Abbot Elementary,"The man on the right side of the photo was on a lunch break with the rest of the teachers. Everyone was eating pizza, except him. He tried taking slices and making excuses for why he wouldn’t eat the pizza, which led him to entirely confess that he strongly dislikes pizza. The two women in the room, as well as the man on the left side of the photo, all asked him why he didn’t like pizza. This became a small, playful argument that made the pizza disliked so uncomfortable that he wound up slinking out of the room.",65.0,"This response accurately describes the lunch setting, Gregory avoiding pizza, his eventual confession, and the group’s questioning and playful argument. It also notes Gregory leaving the room due to discomfort. While it misses specific details (e.g., Baltimore-style pizza, Mr. Johnson's reaction, Lady Gaga joke), it covers the main sequence and group dynamics with moderate detail.",90.0
37,68,D,Post,Q13,Recall,Long,The Town,"I remember three men wearing nun masks, as seen above, try to rob a bank. The police pulled up, and this started a chase throughout the city. The men in the masks were split up in different cars at first. One of them eventually cut off a section of police and traffic while intersecting the other robbers. The police got caught behind cars. The robbers got away, changed cars (in front of a cop), and hid further.",55.0,"The participant correctly recalls the nun masks, the bank robbery, the police chase, the car switch in front of a cop, and the robbers' escape. However, there are inaccuracies (the robbers were not split up in different cars at first) and missing details (no mention of the armored truck, the North End, or the sequence of subduing guards). The response covers the main action but lacks depth and some accuracy.",85.0
50,69,E,Post,Q13,Recall,Short,Abbot Elementary,In this scene of Abbott Elementary the subject that was being talked about was favorite foods. The Principal Gregory and another co worker were talking about food or favorite food in the school cafeteria. Gregory was asked what was his favorite food. As Gregory was picking up a slice of the pizza was asking about liking pizza and he said he did not like pizza,40.0,"The participant recalls the cafeteria setting, Gregory being asked about food, and his admission of not liking pizza. However, there are inaccuracies (calling Gregory the Principal), and the response omits key details about the group’s reaction, the specific context of the pizza, and the sequence of events.",75.0
111,69,E,Post,Q18,Recall,Long,Mad Max,"The warriors were driving strange looking vehicles. The  warriors had captured  I believe Max they tied him up they were traveling to go to war with other warriors. There was great violent scenes to my, the violent scenes were happening really fast for me I tried to keep up with the scenes from the  movie",30.0,"The participant recalls that Max was captured and tied up by warriors (War Boys) and that there were violent, fast-paced scenes involving strange vehicles. However, the response lacks specific details about the Citadel, Immortan Joe, the blood bag role, or the pursuit. The recall is general and only loosely matches the early events.",80.0
11,70,F,Post,Q13,Recall,Long,Abbot Elementary,He was trying a certain kind of pizza he liked but changed his mind. HE said he did not like pizza.  Gregory went to his car and was upset because they were trying to get him to eat pizza. He put the pizza down and that was it.  That is all I remember.  All the teachers were trying their favorite pizza.Gregory said his favorite pizza was from Philadelphia OR Pittsburgh. He did not like the pizza he was served.,40.0,"The response captures the general idea that Gregory was pressured to eat pizza, admitted he didn't like it, and left upset. However, it contains inaccuracies (confusing Philadelphia and Pittsburgh, and the sequence of events), omits key details (the group reactions, the Lady Gaga joke, and the specifics of the pizza competition), and is vague about the chronology.",80.0
159,70,F,Post,Q18,Recall,Short,Mad Max,"I DO NOT KNOW I DID NOT LIKE MAD MAX MOVIE, SO I DO NOT LIKE THE SCENES.  THEY WERE ALWAYS TRYING TO KILL SOMEONE. Something was always blowing up.
It was boring.  I DO NOT REMEMBER THE CHARACTERS THEY ALWAYS SHOWED SOMETHING BLOWING UP AND THEY WERE IN UGLY VEHICLES WITH UGLY COSTUMES.
I DID NOT LIKE IT AT ALL. NOT MY FAVORITE.  IT IS NOT LIKE THEY SAID THE CHARACTERS NAMES.",0.0,"The participant explicitly states they do not remember the scene or characters, and provides no relevant or specific recall of the model events.",95.0
131,72,D,Post,Q18,Recall,Short,Abbot Elementary,The Abbott crew is eating pizza in the lunchroom. Gregory walks in and Jacob bring him a pizza that he drove two hours to get. It was a special pie that Gregory said was the only pizza he liked. Gregory tries to grab it but looks disgusted and ultimately confesses he just doesn’t like pizza. Everyone is horrified.,75.0,"The response includes the lunchroom setting, Jacob's effort to get a special pizza, Gregory's prior claim about only liking that pizza, his disgust, confession, and the group's horrified reaction. It omits some secondary details (e.g., specific foods discussed, Mr. Johnson's mop drop, Lady Gaga joke), but the main events and motivations are well represented and in correct order.",95.0
38,72,D,Post,Q13,Recall,Long,The Town,The three person gang is about to rob the bank. They had put their masks on in the car and fget out when they finally see the armed truck in front of the bank. They attack the hard hosting money in the truck but the truck driver somehow gets out and foils the heist. I’m pretty sure this scene was during the moments the gang is trying to decide what to do to get out of the job gone wrong.,30.0,"The response identifies the masked gang, the armored truck, and the attempted robbery, but incorrectly states that the truck driver foils the heist and that the job goes wrong at this stage. It omits the successful subduing of the guards, the escape, and the subsequent chase, and misrepresents the outcome of the robbery. The recall is partial and contains notable inaccuracies.",80.0
102,73,B,Post,Q18,Recall,Long,Mad Max,"They were being chased by some other people & some random dude was being held hostage in the front of a car. There were alot of explosions alot of unique ways of killing each other, etc . I believed they ended up getting away but im not too sure about that there was alot of screaming & brutality There was also some guy playing guitar",35.0,"The participant recalls the central chase, the hostage situation with a person strapped to the front of a car (Max), and the general violence and chaos, which aligns with several key events (22-26, 34-43). However, there is little detail about names, motivations, or chronology, and the mention of the guitar player is a minor but accurate detail. The response is vague and lacks specifics about the plot or characters.",80.0
65,73,B,Post,Q13,Recall,Short,The Town,They were robbing a bank. I belive it was 3 robbers in total & they had to shoot a police officer because he tried to be slick & get at them. Then they got in a speed chase with the police. As they were driving away they were shooting each other & At the end they ended up getting away & blew up the car as well.,45.0,"The participant recalls the robbery, a shootout, a police chase, and the destruction of the getaway car, which matches the general sequence. However, there are inaccuracies: the number of robbers is incorrect, a police officer is mentioned as being shot instead of a guard, and the description of 'shooting each other' is not supported by the model events. The response is partially accurate but contains notable errors.",80.0
51,74,E,Post,Q13,Recall,Short,Abbot Elementary,They tried to give him pizza to eat he said he didnt like it and only ate 5 things.  Then he tried the pizza.  I dont remember what happened after that.  It wasnt really funny but im not sure if its supposed to be funny.  i remember they pu oil or water on the pizza and it was really soggy ive never seen anybody do that before,55.0,"The participant accurately recalls the attempt to give Gregory pizza, his admission of disliking it, and his claim to only eat a few foods, which aligns with the picky eating confession. The mention of soggy pizza and the group dynamic is present, but the chronology is somewhat muddled and some details are misremembered (e.g., Gregory trying the pizza). The response is generally on-topic and covers several key events, but lacks full detail and precision.",85.0
112,74,E,Post,Q18,Recall,Long,Mad Max,They are chasing a gas truck because there is a shortage of gas and gas is a commodity which is very valuable.  They are attacking and killing each other in a road race across a desert.  It is cool to watch but kind of gets very repetitive after awhile.  Also they dont explain why all the characters look like monsters kind of,,,
132,76,D,Post,Q18,Recall,Short,Abbot Elementary,The guy sitting watching the guy grabbing the pizza had went out and grabbed pizza for everyone in the room but remembered that his friend grabbing the pizza only liked a certain type of pizza so he went out of his way to get what he liked and to find out the guy just really didn’t like any type of pizza so he said a pizza place that was far away never thinking someone would actually bring that pizza and catch him lying about liking pizza and have the truth come out that he didn’t like any pizza,70.0,"The response accurately recalls the central deception about the pizza, Jacob's effort to get the special pizza, and Gregory's admission that he doesn't like pizza. It captures the motivation (lying to fit in) and the reveal, but omits most supporting details (other teachers' reactions, specific foods, dramatic mop drop, and teasing).",90.0
39,76,D,Post,Q13,Recall,Long,The Town,Robbery of an armored truck with a guy in the armored truck that hopped out of the drivers side to try and stop the robbery and got shot but still got robbed but almost got the robbers caught up and the police chased them until they went to another get away car and set their car on fire and ditched the second car right in front of a cop that turned his head and looked away,75.0,"The participant accurately recalls the armored truck robbery, the guard resisting and being shot, the police chase, the car switch, the burning of the getaway car, and the tense encounter with the cop who looks away. The response is missing character names, some specific details (e.g., nun masks, North End location), and does not mention the broader context or aftermath, but the sequence and main actions are well captured.",95.0
103,77,B,Post,Q18,Recall,Long,Mad Max,"My summarization of this scene will be much more general as there was confusion and lack of clarity on my part. An escape occurred and then there was an intense chase scene that required three different entities, all of whom had many different weapons and other tools to their disposal. The chase took place in a dessert and featured many different power struggles occurring amongst the different entities.",,,
66,77,B,Post,Q13,Recall,Short,The Town,"I remember that a group of three people were planning what seemed to be a heist of a truck filled with money. They pull off the heist and then get into a high-speed, very dangerous car speed chase with the cops, during which time they nearly get caught before shooting at the cops mercilessly with very powerful guns. They are eventually able to out-maneuver the police.",45.0,"The participant recalls the general plot of a heist involving a group (though incorrectly states three people instead of four) and a high-speed chase with police, including gunfire. However, there is little detail about disguises, specific actions, or the sequence of events, and some exaggeration (e.g., 'shooting at the cops mercilessly with very powerful guns').",80.0
52,79,E,Post,Q13,Recall,Short,Abbot Elementary,Everyone in the break room was eating pizza. The guy on the left picked Gregory up a special pizza thinking he would eat it finally. The guy on the right picked up the pizza pretending to go and eat it then came clean and told everyone he doesn't like pizza. Everyone reacted dramatically to him not liking pizza.,65.0,"The response captures the group eating pizza, the special pizza for Gregory, his admission of not liking pizza, and the dramatic group reaction. While the description is somewhat generic and lacks specific names and dialogue, it accurately reflects the main sequence of events and the emotional tone. Some details (like character positions) are inferred rather than recalled, but the core events are well represented.",90.0
113,79,E,Post,Q18,Recall,Long,Mad Max,"In this scene, the man jumping surrendered himself to take down one of the spikey cars that is their enemy. He is jumping off of his vehicle to land on the spikey vehicle and makes it explode. Max is being used as a blood bag for the person driving the car he is attached to so they strapped him to the front of the vehicle.",,,
53,80,E,Post,Q13,Recall,Short,Abbot Elementary,In this scene I believe the character was explain how he does not like a certain meal and the other characters were very shocked. I remember some of the characters were disappointed in the main characters opinions on not liking certain foods. I remember the white male character speaking most of the time. I believe in the end Gregory decides to skip out on the pizza.,40.0,"The participant recalls the general theme of Gregory disliking certain foods and the group's shocked reaction, which matches the core of the scene. However, the response is vague, lacks specific details (such as the pizza, the Baltimore-style reference, or the dramatic group responses), and confuses some character actions. The mention of the 'white male character' speaking most is ambiguous, and the recall of Gregory skipping the pizza is only partially accurate.",80.0
114,80,E,Post,Q18,Recall,Long,Mad Max,In this scene I recall a man was taken hostage and was tied to the front of a car. A women who was leading a team was on a mission but decided at that’s moment to stray from the mission and to accomplish her own plan. Thus a crew was sent out to stop the women from straying too far from the mission was there to ultimately punish her.,40.0,"The participant accurately recalls Max being taken hostage and tied to the front of a car, and that a woman (Furiosa) leads a team and deviates from her mission, prompting a pursuit. However, the response lacks specific names, locations, and detailed actions, and the chronology is only loosely captured.",80.0
144,81,A,Post,Q18,Recall,Short,Mad Max,I honestly can’t recall. I do recall that  there was some people chasing another group of people and they are in a shoot out. A guy kills himself trying to kill the other group of people. He succeeded in killing a few peoples when he let off the bombs as he jumped at them. That’s all I can recall honestly.,35.0,"The participant recalls the general idea of a chase and a shootout, and specifically mentions a suicide attack with bombs, which maps to the War Boy's sacrifice. However, there is little detail about the specific groups, vehicles, or sequence of events, and the response is prefaced by an admission of poor recall.",80.0
21,81,A,Post,Q13,Recall,Long,The Town,Three friends that are all males dressed up as nuns and held up as well as robbed the money truck that was collecting from the bank. While they had one of the men stuck up the other man came out of the truck and held one of the robbers at gun point. One of the nun dressed guys shot the guard who worked for the money truck as he had a gun pointed at his friends,45.0,"The participant accurately recalls the use of nun disguises, the robbery of an armored truck, and the confrontation with the guards, including one guard being shot. However, the response omits key details such as the number of robbers, their names, the location, the escape sequence, and the aftermath. The recall is focused on the action at the truck and is generally accurate but lacks depth and broader context.",90.0
92,82,C,Post,Q18,Recall,Long,Abbot Elementary,"The Black character doesn't eat a lot of popular foods, and pizza is one of those foods. In this scene, his co-workers are trying to get him to try a slice of pizza. He was truly disgusted by the pizza. To avoid situations like this, he would eat in his car so that he wouldn't be judged by his co-workers.",40.0,"The response captures that Gregory is a picky eater and that his coworkers try to get him to eat pizza, but it omits most of the specific events, names, and the invented Baltimore-style pizza storyline. The mention of Gregory eating in his car is not present in the model events, indicating some confabulation or inference.",80.0
79,82,C,Post,Q13,Recall,Short,The Town,"This character was one of several characters who were about to rob a bank. Ben Affleck was one of the main characters in the movie and in the bank heist. They arrived at the bank in a car without masks, but before they entered the bank, they put on Nun outfits & masks. They were very heavily armed. While in the bank, one of the bank robbers kills someone because the person wouldn't stop moving. That wasn't in the plan. When they leave the bank, a chase ensues. They end up weaving through tight streets trying to avaoid the police in The Town. I'm pretty sure they were in Pennsylvania, but I'm not sure if it was Philly or Pittsburgh.",55.0,"The response includes correct details about the nun disguises, the car arrival, and the high-speed chase, but introduces an incorrect location (Pennsylvania instead of Boston) and a mistaken detail about a bank robber killing someone in the bank, which does not match the model events. The recall of the sequence is fair but contains notable inaccuracies.",85.0
145,83,A,Post,Q18,Recall,Short,Mad Max,The guys who tied Mad Max to the pole on the front of their car were trying to blow up the vehicles with the spikes because the spiked vehicles were trying to kill them This was one of the last scenes in a long chase scene where several spiked vehicles as well as many of the captors' vehicles had been destroyed.,40.0,"The response identifies the spiked vehicles (Buzzards) and the attempt to blow them up, as well as the context of a chase and destruction of vehicles. However, it introduces an incorrect detail about Mad Max being tied to the pole (not part of the described model events for this scene) and lacks specifics about Furiosa, the War Boys, or the suicide attack.",75.0
22,83,A,Post,Q13,Recall,Long,The Town,"This guy was part of a 3-man robbery gang and was pointing a gun at a security guard from a money transport vehicle. The other members of the gang were either taking money out of the vehicle or had just finished taking the money. There was another security guard in the vehicle, and if I remember correctly he tried to stop the gang.",35.0,"The response identifies a three-man gang, the use of guns, and the robbery of a money transport vehicle, as well as a guard attempting to resist. However, it lacks detail about the disguises, the sequence of events, the escape, and does not mention any character names or locations. The recall is correct in broad strokes but is vague and omits significant elements.",85.0
54,84,E,Post,Q13,Recall,Short,Abbot Elementary,"Gregory admits he likes pizza, and proceeds to grab a piece of pizza with full intent to at it and full intent to consume it in it's entirety and defy any doubt that he likes pizza and dispel any earlier impressions to all concerned and present company, as he selects the slice with much delicacy. He looks on it with much desire.",10.0,"The response incorrectly states that Gregory admits he likes pizza and eagerly eats it, which is the opposite of the actual events. There is some vague recognition of the pizza context and Gregory being the focus, but the details are inaccurate and contradict the model events.",95.0
115,84,E,Post,Q18,Recall,Long,Mad Max,The man in back tosses the spear. The man pouncing upon the car gets speared. The car in front crashed into a flaming crash and all involved are burned in a great ball of fire. Then Furiosa and passenger are able to drive ahead and escape. The care continues to drive ahead and surpass all that are chasing it.,30.0,"The response references a spear being thrown, a car crash with fire, and an escape, which loosely maps to the chaotic vehicle battles and suicide attacks described in the model events. However, it lacks specific details, misattributes some actions, and omits key context and character names, making the mapping only partial.",70.0
12,85,F,Post,Q13,Recall,Long,Abbot Elementary,This is a scene where the one guy drove to Boston maybe to get a wet pizza that the other character said was his favorite pizza. However the character lied and he doesn’t like pizza at all. This scene is from Abbott elementary and it was all the teachers in the break room. In addition to this scene there was a step contest going on.,35.0,"The participant recalls the central deception about Gregory not liking pizza and the teachers being in the break room, which matches key events (Gregory lying about pizza, the group setting, and the eventual reveal). However, there are notable inaccuracies (e.g., 'drove to Boston' instead of Philadelphia, and mention of a 'step contest' which is not in the model events), and the details are vague or partially incorrect. The recall is partial and somewhat confused, but the core plot point is present.",80.0
160,85,F,Post,Q18,Recall,Short,Mad Max,"This is from mad max, I have seen the movie before and remember this scene in the movie. I tend to kind of tune out sometimes in high action scenes. This is the guys with white faces who spray themselves in the mouth before they die, I think they are bad guys and were chasing Charlize Theron’s character in the scene.",20.0,"The participant recalls the general context (Mad Max, high action, white-faced characters, Charlize Theron's character being chased), but provides little detail about the specific events, actions, or chronology described in the model events.",60.0
55,86,E,Post,Q13,Recall,Short,Abbot Elementary,"They were giving the guy a hard time about not liking pizza. They then went on to talk about more eating habits, and why he didn’t bring that up to people ever. they made a big deal about it after that I don’t really remember much about what happened. He seemed to be very emotional about it, and they all started asking him a bunch of questions.",55.0,"The participant accurately recalls that Gregory was given a hard time for not liking pizza, that the group discussed his eating habits, and that he was emotional and questioned by others. However, the response lacks specific details (names, actions, chronology) and omits key moments, but the general gist aligns with the model events.",85.0
