title,form,group,metric,respondent_a,respondent_b,pair_key,shared_bins,windows_generated
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,43,62,43-62,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,43,63,43-63,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,43,82,43-82,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,43,88,43-88,156,76
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,43,101,43-101,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,43,103,43-103,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,43,105,43-105,153,75
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,43,114,43-114,190,93
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,59,62,59-62,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,59,63,59-63,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,59,82,59-82,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,59,88,59-88,156,76
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,59,101,59-101,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,59,103,59-103,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,59,105,59-105,153,75
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,59,114,59-114,190,93
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,62,63,62-63,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,62,82,62-82,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,62,88,62-88,156,76
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,62,101,62-101,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,62,103,62-103,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,62,105,62-105,153,75
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,62,114,62-114,190,93
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,63,82,63-82,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,63,88,63-88,156,76
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,63,101,63-101,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,63,103,63-103,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,63,105,63-105,153,75
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,63,114,63-114,190,93
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,82,88,82-88,156,76
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,82,101,82-101,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,82,103,82-103,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,82,105,82-105,153,75
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,82,114,82-114,190,93
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,88,101,88-101,156,76
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,88,103,88-103,156,76
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,88,105,88-105,131,64
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,88,114,88-114,153,75
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,101,103,101-103,198,97
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,101,105,101-105,153,75
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,101,114,101-114,190,93
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,103,105,103-105,153,75
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,103,114,103-114,190,93
Abbott Elementary,Long,C,EEG_PSD_ElectrodeClusterAverageThetadB,105,114,105-114,145,71
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,42,41-42,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,44,41-44,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,50,41-50,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,60,41-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,70,41-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,85,41-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,96,41-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,107,41-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,109,41-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,113,41-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,41,117,41-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,44,42-44,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,50,42-50,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,60,42-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,70,42-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,85,42-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,96,42-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,107,42-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,109,42-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,113,42-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,42,117,42-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,50,44-50,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,60,44-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,70,44-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,85,44-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,96,44-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,107,44-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,109,44-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,113,44-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,44,117,44-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,60,50-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,70,50-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,85,50-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,96,50-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,107,50-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,109,50-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,113,50-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,50,117,50-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,70,60-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,85,60-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,96,60-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,107,60-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,109,60-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,113,60-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,60,117,60-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,70,85,70-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,70,96,70-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,70,107,70-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,70,109,70-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,70,113,70-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,70,117,70-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,85,96,85-96,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,85,107,85-107,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,85,109,85-109,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,85,113,85-113,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,85,117,85-117,74,35
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,96,107,96-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,96,109,96-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,96,113,96-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,96,117,96-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,107,109,107-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,107,113,107-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,107,117,107-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,109,113,109-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,109,117,109-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageAlphadB,113,117,113-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,42,41-42,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,44,41-44,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,50,41-50,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,60,41-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,70,41-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,85,41-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,96,41-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,107,41-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,109,41-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,113,41-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,41,117,41-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,42,44,42-44,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,42,50,42-50,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,42,60,42-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,42,70,42-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,42,85,42-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,42,96,42-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,42,107,42-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,42,109,42-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,42,113,42-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,42,117,42-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,44,50,44-50,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,44,60,44-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,44,70,44-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,44,85,44-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,44,96,44-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,44,107,44-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,44,109,44-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,44,113,44-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,44,117,44-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,50,60,50-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,50,70,50-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,50,85,50-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,50,96,50-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,50,107,50-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,50,109,50-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,50,113,50-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,50,117,50-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,60,70,60-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,60,85,60-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,60,96,60-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,60,107,60-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,60,109,60-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,60,113,60-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,60,117,60-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,70,85,70-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,70,96,70-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,70,107,70-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,70,109,70-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,70,113,70-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,70,117,70-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,85,96,85-96,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,85,107,85-107,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,85,109,85-109,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,85,113,85-113,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,85,117,85-117,74,35
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,96,107,96-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,96,109,96-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,96,113,96-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,96,117,96-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,107,109,107-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,107,113,107-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,107,117,107-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,109,113,109-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,109,117,109-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageBetadB,113,117,113-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,41,42,41-42,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,41,44,41-44,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,41,50,41-50,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,41,60,41-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,41,70,41-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,41,85,41-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,41,96,41-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,41,107,41-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,41,109,41-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,41,113,41-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,41,117,41-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,42,44,42-44,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,42,50,42-50,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,42,60,42-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,42,70,42-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,42,85,42-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,42,96,42-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,42,107,42-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,42,109,42-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,42,113,42-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,42,117,42-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,44,50,44-50,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,44,60,44-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,44,70,44-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,44,85,44-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,44,96,44-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,44,107,44-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,44,109,44-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,44,113,44-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,44,117,44-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,50,60,50-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,50,70,50-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,50,85,50-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,50,96,50-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,50,107,50-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,50,109,50-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,50,113,50-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,50,117,50-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,60,70,60-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,60,85,60-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,60,96,60-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,60,107,60-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,60,109,60-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,60,113,60-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,60,117,60-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,70,85,70-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,70,96,70-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,70,107,70-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,70,109,70-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,70,113,70-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,70,117,70-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,85,96,85-96,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,85,107,85-107,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,85,109,85-109,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,85,113,85-113,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,85,117,85-117,74,35
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,96,107,96-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,96,109,96-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,96,113,96-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,96,117,96-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,107,109,107-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,107,113,107-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,107,117,107-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,109,113,109-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,109,117,109-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageDeltadB,113,117,113-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,41,42,41-42,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,41,44,41-44,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,41,50,41-50,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,41,60,41-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,41,70,41-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,41,85,41-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,41,96,41-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,41,107,41-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,41,109,41-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,41,113,41-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,41,117,41-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,42,44,42-44,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,42,50,42-50,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,42,60,42-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,42,70,42-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,42,85,42-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,42,96,42-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,42,107,42-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,42,109,42-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,42,113,42-113,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,42,117,42-117,79,38
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,44,50,44-50,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,44,60,44-60,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,44,70,44-70,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,44,85,44-85,188,92
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,44,96,44-96,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,44,107,44-107,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,44,109,44-109,198,97
Abbott Elementary,Long,F,EEG_PSD_ElectrodeClusterAverageGammadB,44,113,44-113,198,97
